,# Time,Animal,Area1,Area2,Area3,Area4,Group,Day
0,DAY1,A204,1.0,1.0,1.0,1.0,GROUPA,1
0,DAY3,A204,1.652891019361641,0.9916597047513649,1.0962410882836242,1.0665584756144681,GROUPA,3
0,DAY5,A204,1.0115036474351142,1.0110462309493509,1.192309460214844,1.0281180809029342,GROUPA,5
0,DAY7,A204,0.9200718764767574,0.9096285746966093,0.9586620147222973,0.783665323436643,GROUPA,7
0,DAY9,A204,0.653703646135059,0.822453091006523,0.7071029420254911,0.5881625495099622,GROUPA,9
0,DAY11,A204,0.35457565632450083,0.6799041969337635,0.43194392053617003,0.3421404308703999,GROUPA,11
